user_id,message
27DL,It costs too much. We can’t afford another payment. This charge overdrew our account.
69IG,We can’t afford this right now. Please cancel. The charge overdrew account
62RE,We would like to cancel because we can’t afford this right now. This charge messed our account up.
56KL,Too expensive. Cheaper math apps available. Very good though 
18GR,Too expensive\nGgggg\nG\nGot\nFt\nG\nG\nFt\nG\n\nFt\nFt\nG\nGo\nG\n
37NN,It's too expensive . There are a lot of other math apps cheaper.
50HS,We did not  use the program at all. We wish to discontinue.
81HO,Accidentally bought by student. please have this not charge my debit card as it wasn’t intended to. thanks!
32TA,"My student accidentally clicked so it could have full access. my student does not know how to read, so please have this not charge me. Thanks!\n"
40JH,Not enough multiplication facts.  My son needs a lot of repetition with basic facts.
88GH,Too much money!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
70FW,The app is too expensive. They can get a similiar for free
10OI,I cannot afford the monthly subscription but hope to one day subscribe because my son really enjoys this app.
98XJ, I cannot afford the monthly subscription but I hope to one day subscribe again.
88NU,I cannot afford the monthly subscription but I hope to one day subscribe because my son loves this app.
16MR,Tktotofoofotigivo o ofitigi i ifiititifi iifititidovi iififigoi k itifickkfkf
22JC,Bihihhghfggetrsyjkhj hudyrt g hfiyfiychgdhgcnkjvkyfjf
97LN,Dint wabt ti pay fir app when i xa. Fet one fir free
70XN,Subscription too expensive. Hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
91KI,Not what im looking for.…;5(())(()7$!?;::(&!(:2/($&?;32()$!
96UI,Didnt know it cost do not have enough money at all single mother no job thought was a free game sorry but please can el and remove the card if have one on file
26BL,I don’t use t(e apps.  I don’t want to pay 80 dollars for an app that my kids never play.  Y’all are making it very hard to cancel this subscription which is extremely frustrating and annoying.  I have had to type something here three times just to get past this screen
83CV,We don’t use the app.  The app is only on my iPad and I don’t let the kids play on my iPad. The bot( have broken screens so I don’t want to spend the Romney to renew the app.
32DL,No time. Slow loading. Crashed a few khgiugihihgkhgkhghkgkhg\n
68IO,Because i would like to unsubscribe............................
47PL,Let me cancel!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!    
54QJ,The cost of you app was more than I want to spend at this time. 50 char ac term like mint is ri did ul our.
15GV,we are Not using the app anymore. And want to cancel. 
25JH,Ffffgggghbhhjnnnjkkkjjbvgttyhubbvftyhhbbchjjvgyhbbji
10VX,Please cancel my subscription. We are no longer using the app. 
40OX,Not using the application and would no longer like to have the subscription. 
36CL,My child has a free app at school that she uses. Thanks for everything. 
92NG,Don’t need it anymore. My child has an app from her school that is free. \n
19QU,I no longer want this app! Thank you. Please remove app
10LX,We like the app but dint want to pay $ for it. Thank your for thr free week.
59FG,She have a program at school for free that I wasn’t aware of we go online to access it \n
23KR,"Too much money for this app, and we have found a better option."
75WA,With all homework no time for this app and I work with him 
15PN,Money Problems and bank problems maybe when Everything is fixed we will come back it was a very good app but money right now is low so thank you
54JG,"The app is great. The one change I would make is the explanation of wrong answers. If the question is using pictures, an answer being shown using numbers doesnt correlate"
54RV,Cost too much cost too much cost too much cost too much
26BM,We love it so want to have it and so glad when my child told me that he ks the same access at his school.
61KI,Cant afford it right now but i will consider it at another time thank you we loved it!!!
97CV,Mastered skipps not covered for same price as prodigy
57IZ,"My child can’t read English, thus can’t understand what is being asked."
17BI,Kids no longer reside in home ........................................\n
27QE,Child does not use this anymore \n........................................................
60BB,...............................................................
60LD,Hi.  Iam wanting to cancel this subscription because my kids do not use it anymore
91WY,"Our children are no longer use the app., so we decided to cancel the subscription.  It is a great app.  Thank you"
33RX,Cant afford the price charged and need to cancel my subscription
36ZB,No longer needed at this time.  No longer needed at this time.
66CR,This game is no longer needed.  This game is no longer needed.
20XI,This app is too expensive. I can not afford it at tge moment. 
81ZB,This app is too expensive. I can not afford it at the moment. 
30WN,I enrolled my child in a program and no longer need thr app. 
14TU,Not going to use. Not challenging for grand daughter. 
41OE,"Was charged without my approval. I signed up for a trial a week ago. Please remove the charge or I will fight it with the credit card company, leave bad reviews, and contact the BBB. "
16HS,It is too Expensive for an app for my son. I don’t think this cost is worth it.
72DL,Too Expensive. Too Expensive. Too Expensive. Too Expensive. Too Expensive. Too Expensive. Does that explain it in 50 characters.
59SC,please cancel this subscription immediately as it is not required at this time....remove it from my games\n
72KR,"looking for something else for m to work with   ...................nothing else to say   \n\nnothing else to explain, nothing else cancel immediately nothing nothing nothing   \n\n\n\n\n"
13BF,"Oct. 6, 2018\n\nplease cancel this subscription as it is not what i need at this time, please remove it from my apps and i will not be paying for any further services with it..please note CANCEL the app and rem be its access..thank you  paula long\n"
58RS,Will you confirm that this is cancelled.send email please
74GV,No reason just being #2please cancel subscription. 
34TT,"My kids got another website from school! And is for free, and they are using in school and at home!\nThank you for the services \nVery good program!"
69JX,"We have this at daughter school for free, so i don’t need to pay for this site anymore. It’s an good site . She enjoyed the site. I let my other family member know about this site . "
57LT,Es demasiado cara...
42BC,Too expenive and i cant beileve you are making me write out this ridiculous 50 word reason. I cannot afford the fee and i do not want the service any longer. I plan to leave a negative review for making me jump thru hoops to cancel this subscription. Ok thank you for your time and please let me know if hou need anything else.  Bye
94OB,Jshs hsjs. Jsns jsis jsis isis jsjs jsis jeid jend kdkd kdkd kfkfk kdkfmf krkrm krmd krmrk krkr krkr krkrm krkrmr mrkrk krmrm krkdm krkrm krkdm mrkr krmrm krkrm krkrk krkr mrkkr krkrk krkr 
81BO,Child is not interested in this. It is a little too hard for her
47DD,It was brilliant. Just a bit expensive though. So we decided after many months to cancel the subscription
83OW,It’s not helping her like I thought therefore I’m cancelling the subscription.
31FZ,"Spanish please, the games are only in english, i would prefer spanish"
42VB,Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb
27JT,Jjjjjjjjjj jjjjjjjj jjjjjjjj jjjjjjj jjjjjjj bbbbbbbbb
47NA,"I neednthe games in spanish, maybe to have the opportunity to change the language"
58TI,School is providing another app for free no longer need splash math.  Thank you\n
13CQ,Signed up in error.  Please remove an do not charge for subscription. 
20AE,"I am absolutely furious to find out I was charged on the 26th September for this app. That was downloaded on my friends iPad for one day only for my daughter to use.  For free for a day. \n\nWe have not used this app since nor want to use it please refund £52.99 immediately I have no money , I'm in debt as it is and I'm unemployed single mum.   I've never used this app before & I unsubscribed emails when i started to get emails off you. \n\nI would never pay for an app and I haven't I've always chosen free ones. \n\nThis is scandalous that you can just take people's money when they don't even use the app and only used for free for one day. Please refund immediately \n"
30VG,We wanted a free app since use is minimal. Consider a lesser access app for free.
58IV,Too expensive.  Fjxjeissifjfuhfhfhrhwhwhshdhfjfhhgjt
19FK,No longer need this app as I no longer have this student. 
93UL,Not in need of the app anymore.  No longer have this student. 
37MG,Don’t need this app anymore as I no longer have this student. 
30FJ,Don’t need the app anymore. No longer have this student. \n
53IH,No longer needed   I no longer have this student. \n
11MH,Too expensive. Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx\n
65LF,Not interested. \n\nDid not find progressive \n\n\n\n\nThank you 
12XX,Too expensive and not used enough                                                  ..................::::::::::::::::::
92HL,Too expensive\nI dont want to pay every month i would rather pay one time even if it more
43DS,We did not realize there was a $120 fee for this subscription.  Can you please cancel and refund the remaining months??\n\nThank you.\n\nMatthew Mallia
19YI,Device is not working properly with program will download on new device my kids love this app and hope that it continues fo be such a great help for them in math for school and long life accomplishments this is very easy to use and very relavent in what my children do in school these days 
58YY,"Too expensive. I can’t afford it. Also, the games ar not as engaging as i expected. "
61DI,"Expensive...................................................,looking injury"
28SR,.......................bughdhsbrgdygfjvubtjfugfhcthh
31LK,..................lskdidujdjdjdifjdjdiejmeidjdjcnurjjdjjsjdnduusyydgdhchchndjchnc
93AS,Jdjdhdndhdjkslalskdjeututugi is a good one and I love you so much for 
80KG,"Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm, m,,,,,,,,"
55PY,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm mmmmmmmmmmmmmmmmmmmmmmmmm.  Mmmmmmmmmmmmmm 
50UG,Canceling because my son is not interested and it is a lot of money a month.
57DL,Fhydchb gv dcnnk gjcsshi drunfdhmm fhyrgn hfafjkcf hcdhjfsd
78LV,No reason just my child as moved on from this level of maths. Was very helpful app and he loved using it 
