id,Tag,message
14TN,No Engagement,Not using enough. Trying to reduce unnecessary bills. Thanks.
94TC,No Engagement,Not using. Too expensive. Daughter did not find it very fun. Not enough variety. More gamelike would work better
50JV,Short Term,Dont use it anymore since he is in school and it costs too much for now
41PB,Competitor,We just need to use something different. This type of practice is not the best for our needs.
84SQ,Budget Sensitive,"Everything is great with the app, we are just needing to cut expenses at the time."
27OK,Ignore,I don’t wish to purchase at this time.please cancel my free trial and pending subscription. Thank you
18ZU,Budget Sensitive,"Just dont need to pay for this type of game, especially at this price."
15WS,Budget Sensitive,No puedo pagar esto muy caro pero tengo que escribir para explicar que es muy caro
82ZA,Budget Sensitive,Too expensive for content here to study.\n\nMiminum character is ridiculous
13VA,Budget Sensitive,too expensive Zzzzzzzzzzzzzzzzszzzzzzzzzzzzzzzzzzzzzzzzz
24TG,Ignore,Already cancelled subscription but got billed anyway.
22MN,Budget Sensitive,Cancel my subscription it is expensive please please
41FQ,Budget Sensitive,I have a lot of apps i am paying for and i am just getting rid of a few ive enjoyed this app but i need something that offers more than just math. Thank you
25JF,Budget Sensitive,Can’t afford this at this moment. Although my children loved the app.\nThank you for the trial offer. \nThe Acevedo family!\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n
70EN,Ignore,I already have a year full subscription to Splash Math k-5
88AU,Budget Sensitive,Too expensive!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
50EU,Issues,I cant add another child or delete the ones i have
82GF,Trial,I accidently signed up. I wanted to try the trial first
71VO,No Engagement,My daughter don’t want to use for now that’s the reasons why I cancel my subscription
98YE,Budget Sensitive,Dont want to pay for it bbbbbbbbbbbbbbbbbbbbbbbbbb
57EE,Budget Sensitive,It costs too much. We can’t afford another payment. This charge overdrew our account.
39MS,Budget Sensitive,We would like to cancel because we can’t afford this right now. This charge messed our account up.
16FZ,Content,Not enough multiplication facts.  My son needs a lot of repetition with basic facts.
69NS,Ignore,Bihihhghfggetrsyjkhj hudyrt g hfiyfiychgdhgcnkjvkyfjf
64HO,Budget Sensitive,My kids ant using the app It is very useful useful but not enough for my kids want to play every day so at the end of the day this program is not worth me purchasing any longer due to that fact
93QH,No Need,Dont need it dt dot dot dot fbehhdhshsnjd this is so annoying this is so annoying this is so annouting seriosly insulting.
97TQ,Time,Child doesn’t use it he is busy with homework from school and other activities
98SS,Ignore,Iknklkkkkkkkkkkkkkkiikkkkkkkkjkkkkkkkkkokjklnjlnkjljkjljlkjlnk
36DG,Content,i need a french versions of this app but it is a very nice app
62CD,Budget Sensitive,Can’t afford it right now. Good app hopefully will subscribe again
95YP,Budget Sensitive,"This app is great but it seems expensive, my daughter and I will try to find a similar one but a less money if there is one out there...\n\n\n\n\n"
91CP,Budget Sensitive,This app is great but it seems expensive..my daughter and I will try to find a cheaper one if there is out there.
43JC,Budget Sensitive,To much money...............................................................................................................................................\n...........................................................\n
11ZC,Issues,More variety in each module to maintain engagement
21HP,School Free App,"Please ,cancel subscription.My kid will not have time to play on that game .She has a lot education online games from her school."
97UF,No Engagement,Just not using it dont know what else to say xxxxxxxxxxxxxxxxx
85FO,No Engagement,There is nothing wrong with the app/program. Our daughter did not use it enough for us to purchase it monthly.
84HY,Budget Sensitive,Too expensive.  Can find many other options for less.
11EL,Issues,We are finding the activity repetitive and prefer the problems to increase its intensity based on the answersnprovided
74QH,Budget Sensitive,Please cancel subscription do not want to pay for it
79BN,Issues,Not really effective for my son’s learning style. Cute program though.
81OR,No Engagement,"Child not using app that much. If the trial were longer, maybe I’d have a better idea oh how much he’d use it."
93BO,No Engagement,I dont want the service ..... we dont use it \n\nI dont want the service ..... we dont use it \n
16QD,No Engagement,I have tried to cancel this twice. It has. It has not been used. Please refund me my money. Thank you!
36VR,School Free App,Too expensive.  There are free apps provided through school we can use.\n
50QI,Budget Sensitive,I only wanted to get the free trial for my brother to see if it woild help his learning and it did but im broke and cant pay for this
19KH,No Engagement,"My son tried it but does not use it, cancel my account my son wjt play with this"
63BI,Budget Sensitive,Its good but too expensive. Prefer to pay once to buy the app
74QX,Budget Sensitive,Expensive monthly fee.\nNnnnn nnnnnn mmmmmm hhhuuuu drrrrr
56PT,No Engagement,Dont use App as planned and my son works better on his homework sheets from school. Doing comples multiplication and division. Thank you
74OP,Time,Kids are busy with school activities they barely have time for this.
68DX,Ignore,My child is not mature enough to do the work on her own yet
56QK,School Free App,Free trial. We have ST math from schools and wanted to try a different program.
85EQ,Budget Sensitive,I no longer can afford to keep paying for this game
57TZ,Budget Sensitive,Cant afford it so i need to cancel. That is my reason
53OQ,Content,The grades don’t correspond to the levels here in Singapore
76VB,Budget Sensitive,I cannot afford subscribtion soryyyyyyyyyyyyyyyyyyy yyyyyyyyyyyyyyyyyyyyyyyy
12ZY,Ignore,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
33GK,No Engagement,Just not using it right now. Hopefully we can try again soon.
52UN,Budget Sensitive,Price and not using enough too easy for my kids to get it sorted ghkhlhmfirt
69GE,No Engagement,Not as interesting or as engaging for my child as expected.\n
43XI,School Free App,Unable to use this app regularly. Its not worth it at this point. School has apps online kids can download for FREE.
81SE,Budget Sensitive,No no no... this is TOO EXPENSIVE. No thank you to the price. No thank you to a subs ription.
54GD,Budget Sensitive,Not enough money in account for me to pay right now. Too close to xmas
11CO,No Need,"No longer needed just download to check it out, it seems very repetive and it would be better if there are more prompts and cartoons"
40NC,Budget Sensitive,Just wanted to try thr fee trial. My son didnt seem to find any i terest in itvso we are going to cancel
64QR,Ignore,Xrrfggh hhhffty. Byhbjjj bhgfftvbbhnn. Hhnnjj hunj
81YN,Content,To hard to use and it gives problems my daughter can not do.  This is way over her head.
19QO,No Engagement,"Not using the app, i have been paying for this for months and it was never used"
61FJ,No Engagement,"No longer using app, paying for months be not using"
98GF,Ignore,Iycit utdutdutxiyckhckhcjgxjtxjtxjyxitdjtxjyfiyfutddtdtdutduyd
53LH,Ignore,Gitdutdutxhfxhfxutxjtxitxjgxigckycikyfitfitdjtdjtxjtxkyckyvkyckyfiy
59PB,No Need,Not needed anymore thanks anyway ..............................
86SX,Budget Sensitive,Don’t want to pay for this and I’m just typing this to meet the 50 word requirement.
57VY,Issues,I dont want this. It takes roo much time snd i dont tjink kids learn much frkm exreens.
39SL,Ignore,This app is too difficult to cancel................
80KZ,Issues,Not a good app for my child at this time but we may come back
30WA,Budget Sensitive,Too expensive. Im not employed and i have a 2 kids and cannot afford this
27NA,Budget Sensitive,Right now we are on a strict budget annd need to cut extras. Great app we will probably be back
86SQ,Content,She got bored after about 15 min and the price is a little high.
94CA,No Engagement,My son is not using the app often enough to justify cost
88LQ,No Engagement,my son is not using the games often enough to justify the cost
70LB,School Free App,Doesn’t use anymore at home. Has a login at school.
97DQ,Ignore,Iikiiiiiiikiikikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
27SB,No Engagement,My child does not use this often so that is why i am cancelling it.
42NE,No Engagement,"It was an ok app,I do not need to it anymore since I rarley use it."
92DF,Ignore,"Nice app moving on now, will be back. Btyuikhfddrdthjjknknjgfdsaqwetyuiooppplkkkmnhbbggfdeerttyuuiioijhggfccxxzawdfgghjjjiugyrdtdfhgjhjhgfvvghjiiioooouyytrewqwadcvghhhj\n"
75WB,Ignore,Jjnjjjjjjjjjjjnhhutufjvjgjryjehfdjyfjydyjxjyxjydhjckhckhcmh
37JL,Issues,I feel the questions confuse the kids. The demos show a “ghost” hand demonstrating what to do and the kids think it is showing them the answer
39HH,No Need,Didn’t find useful for my 2nd grader since her weakness is more in reading\n
69ZF,Content,My child doesn’t engage great to the app. They on it for a couple of minutes then they get bored .. need more interaction.
64IK,Competitor,"Already have a similar app IXL installed, So do not need this one anymore."
10DS,No Engagement,Ryelan did not really utilize the app.   It is also a little expensive.
41ZL,Ignore,Hhhhhhfhfhfhfhfhfhf f f f f f f f f f f f f. F f f f f. F f f f f f f f f f f ffffffff
77AC,No Need,Do not need it anymore..............................
54EO,Budget Sensitive,Too expensive too expensive annoying 50 character feedback limit.
19MM,No Engagement,Child did not like. Wasnt what we wanted....................
81HQ,No Engagement,Did not like....................         z ...............................
39UM,Content,"No me ha sido funcional el contenido, ya que muchos temas se refieren al conocimiento o programas educativos de países como Europa y en el proceso básico de actualización en México, muchos contenidos no son similares y no se cumple con la finalidad del desarrollo de una app cómo esta.\n\n"
66RH,Ignore,Cancel my daughter downloaded the app and im not paying for it
59AY,Budget Sensitive,Dont esnt to pay plesse cancel\nJsjjsjsjsjsjsjsnanajwjwj akkanajajak
34LO,Issues,I requested to cancel this subscription a few week ago. Now I just received a notification I was charged. We only used the app once and it was not what we were looking for. Please refund my account and cancel my subscription.
22EA,No Need,The reasons we are canceling our subscription is because it is not needed anymore.
85KW,No Engagement,Doesn't use it enough\nDoesn't use it enough\nDoesn't use it enough\n
84BU,No Need,We do not need it any more because my children are good now.\n\n\n\n\n\nThank you very much.
45BI,No Engagement,"We do not need any more , my children are good now thank you very much.\n\n\n\n\n\n\n\n\n\nthanks"
31BX,Budget Sensitive,Not using too expensive found something more helpful
39HX,Budget Sensitive,Cost was to high and husband requested cancelation
31KU,Budget Sensitive,Dont want to pay for a subscription.......................::
85LC,Budget Sensitive,"My financial circumstances are not good right now, my nephew does not play that much either and I was just trying to help in somehow o did not know how he got into this application, it is very expensive for the year"
40ZY,Budget Sensitive,It is too expensive as a monthly charge. We likeit but its too expensive
82GA,Content,Cant afford also my daughter is not already interested
69PM,Budget Sensitive,I no longer want to pay to help my kid with math nihigihihihihihihijojojih\n
30MN,Budget Sensitive,"Too expensive.  My granddaughters wanted to download this app, but they have other math tools they enjoy at a minimal cost."
75DT,Ignore,This app was downloaded without my consent. Please refund my credit card in the amount of $63.59. Thank you. \nContact me at 248-763-1336 for any questions. \n
47HN,Budget Sensitive,"Too expensive for the value of the app.\n""............................."
53NH,Budget Sensitive,This app is very expensive and there are much more free apps that are not quite as good but are much more free. The price is too high.
13HN,Budget Sensitive,We do not use it as much and dont wish to pay 80$ for something we barely use. Thank You!
30WO,Ignore,Dddddddddddddssetytrryytrrdfyy.            Ftghhijuugfddgg.         Tfdfgguyu
30EK,Budget Sensitive,Cost is to high and it was to hard to cancel the app
24RU,Issues,Just not using as much at this time.\ndaughters iPad stopped syncing with app so the parents weekly report didn’t accurately reflect her progress.
